covariate,smd_all,smd_matched,bs_id
insect_mort,0.0392301883163191,0.0159748302390126,b22
hurr_ws,0,0,b22
regionatlantic,0.119469166520509,0.0116528816683224,b22
regionlakes,0.973344430224497,0.0294297408327906,b22
regionpacific,1.72735221149935,0.0806840207837548,b22
tpa_live,0.472109062117471,0.0148369550028783,b22
distance,1.09318046955329,0.00194003052549298,b23
tree_cover,0.289333044873263,0.0593969354511167,b23
forest_type,0.318609544816588,0.0546279874621641,b23
ppt,1.35199649263752,0.113960043405427,b23
dist_flowline,0.0820347390460949,0.013726279739884,b23
density_flowline,0.71036175229371,0.0657999276590744,b23
wet_freq_z,0.276186568234351,0.0300656439459953,b23
wet_sev_z,0.899753830849068,0.0197663586337243,b23
wet_freq,0.305079590023382,0.0596226386815458,b23
tmax_z,0.173837975699131,0.00243899155050685,b23
spei_freq,0.600369920358474,0.0139416040726241,b23
insect_defo,0.0557843164732971,0.0102613524149838,b23
insect_mort,0.0422240922011585,0.014793749130127,b23
hurr_ws,0,0,b23
regionatlantic,0.106237325238557,0.0365085655587195,b23
regionlakes,0.942218846618957,0.0130481432776982,b23
regionpacific,1.66921873295039,0.09309611721544,b23
tpa_live,0.455791117436548,0.0273723089972377,b23
distance,1.09628644083592,0.00174262880936156,b24
tree_cover,0.288686603732204,0.0927519937266135,b24
forest_type,0.318317408923813,0.0498586942988255,b24
ppt,1.3383256219005,0.124388692163884,b24
dist_flowline,0.0810577050816608,0.0190479200712746,b24
density_flowline,0.762068679648637,0.0428666664064497,b24
wet_freq_z,0.260317831559863,0.0224576603576102,b24
wet_sev_z,0.890953528990368,0.00194599212962642,b24
wet_freq,0.332775237390986,0.0808046697895201,b24
tmax_z,0.166485389997829,0.0235944897688937,b24
spei_freq,0.596003526976043,0.00839369485027699,b24
insect_defo,0.0634116286755928,0.00027931262855911,b24
insect_mort,0.0164229567540417,0.0138246218470935,b24
hurr_ws,0,0,b24
regionatlantic,0.0845593511564756,0.0207564855326353,b24
regionlakes,0.924018352268319,0.0176074230926682,b24
regionpacific,1.71559070203071,0.0752060393189436,b24
tpa_live,0.461272837628147,0.0180212289847069,b24
